CMDLINE /root/miniforge3/envs/3.12.0/bin/python3 minhash.py
MEM 1074.027344 1713688841.2672
MEM 1075.574219 1713688841.3674
MEM 1076.347656 1713688841.4676
MEM 1077.894531 1713688841.5678
MEM 1079.441406 1713688841.6680
MEM 1080.988281 1713688841.7682
MEM 1082.535156 1713688841.8684
MEM 1083.308594 1713688841.9686
MEM 1084.597656 1713688842.0688
MEM 1086.144531 1713688842.1690
MEM 1087.691406 1713688842.2692
MEM 1089.238281 1713688842.3695
MEM 1090.269531 1713688842.4697
MEM 1091.558594 1713688842.5699
MEM 1093.105469 1713688842.6701
MEM 1094.394531 1713688842.7703
MEM 1095.941406 1713688842.8705
MEM 1096.972656 1713688842.9707
MEM 1098.261719 1713688843.0710
MEM 1099.808594 1713688843.1712
MEM 1101.355469 1713688843.2714
MEM 1102.902344 1713688843.3716
MEM 1103.675781 1713688843.4718
MEM 1104.964844 1713688843.5720
MEM 1107.542969 1713688843.6722
MEM 1108.316406 1713688843.7724
MEM 1109.605469 1713688843.8726
MEM 1111.152344 1713688843.9728
MEM 1112.699219 1713688844.0730
MEM 1114.246094 1713688844.1732
MEM 1115.019531 1713688844.2734
MEM 1116.566406 1713688844.3736
MEM 1118.113281 1713688844.4738
MEM 1119.402344 1713688844.5740
MEM 1120.949219 1713688844.6742
MEM 1122.238281 1713688844.7744
MEM 1123.269531 1713688844.8746
MEM 1124.816406 1713688844.9749
MEM 1126.363281 1713688845.0751
MEM 1127.910156 1713688845.1753
MEM 1128.941406 1713688845.2755
MEM 1130.230469 1713688845.3757
MEM 1131.519531 1713688845.4759
MEM 1133.066406 1713688845.5761
MEM 1134.613281 1713688845.6763
MEM 1135.644531 1713688845.7765
MEM 1136.933594 1713688845.8767
MEM 1138.480469 1713688845.9769
MEM 1139.769531 1713688846.0772
MEM 1141.316406 1713688846.1774
MEM 1142.347656 1713688846.2776
MEM 1143.636719 1713688846.3778
MEM 1145.183594 1713688846.4780
MEM 1146.730469 1713688846.5782
MEM 1148.019531 1713688846.6784
MEM 1149.050781 1713688846.7786
MEM 1151.371094 1713688846.8788
MEM 1152.402344 1713688846.9791
MEM 1153.433594 1713688847.0793
MEM 1154.980469 1713688847.1795
MEM 1156.527344 1713688847.2797
MEM 1158.074219 1713688847.3799
MEM 1159.105469 1713688847.4801
MEM 1160.394531 1713688847.5803
MEM 1161.941406 1713688847.6806
MEM 1163.488281 1713688847.7808
MEM 1165.035156 1713688847.8810
MEM 1165.808594 1713688847.9813
MEM 1167.097656 1713688848.0815
MEM 1169.417969 1713688848.1817
MEM 1170.707031 1713688848.2819
MEM 1171.738281 1713688848.3821
MEM 1173.027344 1713688848.4823
MEM 1174.574219 1713688848.5825
MEM 1176.121094 1713688848.6827
MEM 1177.152344 1713688848.7830
MEM 1178.441406 1713688848.8832
MEM 1179.730469 1713688848.9834
MEM 1181.277344 1713688849.0836
MEM 1182.824219 1713688849.1839
MEM 1183.597656 1713688849.2840
MEM 1184.886719 1713688849.3842
MEM 1187.207031 1713688849.4844
MEM 1188.238281 1713688849.5847
MEM 1189.527344 1713688849.6849
MEM 1190.816406 1713688849.7851
MEM 1192.363281 1713688849.8853
MEM 1193.910156 1713688849.9856
MEM 1194.941406 1713688850.0858
MEM 1196.230469 1713688850.1861
MEM 1197.777344 1713688850.2863
MEM 1199.066406 1713688850.3865
MEM 1199.066406 1713688850.4867
MEM 1199.066406 1713688850.5870
MEM 1199.066406 1713688850.6872
MEM 1199.066406 1713688850.7874
MEM 1199.066406 1713688850.8876
MEM 1199.066406 1713688850.9878
MEM 1200.355469 1713688851.0881
MEM 1201.386719 1713688851.1883
MEM 1202.933594 1713688851.2885
MEM 1204.738281 1713688851.3888
MEM 1206.285156 1713688851.4890
MEM 1207.316406 1713688851.5892
MEM 1208.605469 1713688851.6894
MEM 1210.152344 1713688851.7896
MEM 1211.699219 1713688851.8898
MEM 1212.988281 1713688851.9900
MEM 1214.019531 1713688852.0902
MEM 1215.308594 1713688852.1905
MEM 1216.855469 1713688852.2907
MEM 1218.402344 1713688852.3909
MEM 1219.433594 1713688852.4911
MEM 1220.722656 1713688852.5913
MEM 1222.011719 1713688852.6915
MEM 1224.332031 1713688852.7917
MEM 1225.363281 1713688852.8919
MEM 1226.652344 1713688852.9922
MEM 1227.941406 1713688853.0924
MEM 1229.488281 1713688853.1926
MEM 1231.035156 1713688853.2928
MEM 1232.066406 1713688853.3930
MEM 1233.355469 1713688853.4932
MEM 1234.644531 1713688853.5934
MEM 1236.964844 1713688853.6936
MEM 1237.996094 1713688853.7938
